"host","latitude","longitude"
"QUIOSQUE_HAM_SDWAN_YSSY","-23.418475203016","-51.931765894790"
"LOJA_XCT_SDWAN_SEAL","-23.419983414818","-47.161853165954"
"LOJA_XSB_SDWAN_SEAL","-12.981060367578","-38.464403933069"
"LOJA_XPD_SDWAN_SEAL","-25.477636751690","-49.29025842911"
"LOJA_XRU_SDWAN_SEAL","-22.341766510740","-49.049418265421"
"LOJA_XIG_SDWAN_SEAL","-27.589943117892","-48.514173996524"
"LOJA_XNJ_SDWAN_SEAL","-3.7644859052366","-38.574072133154"
"LOJA_XNF_SDWAN_SEAL","-3.7348544813180","-38.565333129458"
"LOJA_XSR_SDWAN_YSSY","-8.1188968937077","-34.903992987101"
"LOJA_XOP_SDWAN_SEAL","-1.3901198904614","-48.464718723362"
"LOJA_XIL_SDWAN_SEAL","-2.5272313846511","-44.254703888981"
"LOJA_XVL_SDWAN_YSSY","-23.550712504660","-46.721632296075"
"LOJA_XRP_SDWAN_SEAL","-5.0770207998634","-42.800525960695"
"QUIOSQUE_HBT_SDWAN_YSSY","-23.538925370583","-46.575751584988"
"LOJA_XOS_SDWAN_SEAL","-23.547468918161","-46.756205337116"
"LOJA_XSZ_SDWAN_YSSY","-23.542949742235","-46.317996709569"
"LOJA_XRR_SDWAN_YSSY","-8.0858309263326","-34.893868839228"
"QUIOSQUE_QDO_SDWAN_SEAL","-22.847417973264","-47.062460773360"
"LOJA_XMM_SDWAN_SEAL","-5.8111159149773","-35.205816508003"
"LOJA_XIE_SDWAN_SEAL","-23.506389601272","-46.717351875750"
"LOJA_XCR_SDWAN_SEAL","-8.2945988928837","-35.950958700593"
"LOJA_XPN_SDWAN_SEAL","-15.575393557797","-56.071915390700"
"LOJA_XDR_SDWAN_SEAL","-19.890353805384","-43.96699344884"
"LOJA_XDF_SDWAN_SEAL","-15.809657054995","-48.093185815835"
"LOJA_XQB _SDWAN_SEAL","-15.786453325730","-47.888475798647"
"LOJA_XDM_SDWAN_SEAL","-23.691063727462","-46.622446818914"
"LOJA_XSO_SDWAN_SEAL","-23.535291569989","-46.771961075190"
"LOJA_XFZ_SDWAN_SEAL","-25.532610547998","-54.574545235216"
"LOJA_XLI_SDWAN_SEAL","-23.650370252089","-46.756388598479"
"QUIOSQUE_QCN_SDWAN_SEAL","-23.515844187446","-46.616572746915"
"LOJA_XTU_SDWAN_SEAL","-23.024027173071","-45.581229946368"
"LOJA_XVS_SDWAN_SEAL","-23.216468878445","-45.891643932869"
"LOJA_XNO_SDWAN_SEAL","-22.886096268203","-43.282888421231"
"LOJA_XGC_SDWAN_SEAL","-2.4912410357547","-44.262859585286"
"LOJA_XVC_SDWAN_SEAL","-21.571394851588","-45.448915319415"
"LOJA_XJC_SDWAN_SEAL","-25.427587934864","-49.213790587346"
"LOJA_XTJ_SDWAN_SEAL","-26.904026059836","-48.659331688594"
"LOJA_XER_SDWAN_SEAL","-25.437995070071","-49.266464894737"
"LOJA_XFR_SDWAN_SEAL","-20.547408994153","-47.415962748833"
"LOJA_XID_SDWAN_SEAL","-21.780698207436","-43.359793317562"
"LOJA_XSA_SDWAN_SEAL","-1.3852200304062","-48.408649600630"
"LOJA_XMU_SDWAN_SEAL","-23.750493234682","-53.270929934703"
"LOJA_XPY_SDWAN_YSSY","-22.830361724875","-47.265592475208"
"LOJA_XPU_SDWAN_YSSY","-16.629931343101","-49.277831696225"
"LOJA_XFS_SDWAN_YSSY","-12.241223114546","-38.94830375396"
"LOJA_XIN_SDWAN_YSSY","-23.674536238371","-46.67670752361"
"LOJA_XMI_SDWAN_YSSY","-12.711080567451","-38.304792861909"
"LOJA_XUN_SDWAN_YSSY","-23.541250740330","-46.766209407721"
"LOJA_XRN_SDWAN_YSSY","-2.5336233671967","-44.224343692677"
"LOJA_XNA_SDWAN_YSSY","-21.212039649633","-50.469185071550"
"LOJA_XST_SDWAN_YSSY","-23.598826978635","-46.636461921213"
"LOJA_XMK_SDWAN_YSSY","-23.678516471453","-46.697751123619"
"LOJA_XCI_SDWAN_YSSY","-7.2231754811332","-39.324318640524"
"LOJA_XTR_SDWAN_YSSY","-8.0379398342483","-34.87085693922"
"LOJA_XPR_SDWAN_YSSY","-3.7755602240529","-38.561667609862"
"QUIOSQUE_QBE_SDWAN_SEAL","-1.4454671375911","-48.488669465691"
"LOJA_XTZ_SDWAN_YSSY","-23.263831961450","-47.280058017526"
"LOJA_XTS_SDWAN_YSSY","-15.612208657100","-56.073051087003"
"LOJA_XSK_SDWAN_YSSY","-3.0300934617496","-59.977060849057"
"LOJA_XNP_SDWAN_YSSY","-11.861540993017","-55.487855598146"
"LOJA_XPH_SDWAN_YSSY","-23.525087910912","-46.546254759849"
"LOJA_XTE_SDWAN_YSSY","-15.803431335338","-47.939888092544"
"LOJA_XMP_SDWAN_YSSY","-23.664103791650","-46.460406997920"
"LOJA_XTQ_SDWAN_YSSY","-23.540414539393","-46.469870727318"
"LOJA_XSD_SDWAN_YSSY","-22.516571571345","-44.106124186861"
"LOJA_XGA_SDWAN_YSSY","-22.970008963471","-46.567542285003"
"LOJA_XVT_SDWAN_YSSY","-14.877116193754","-40.817533879065"
"LOJA_XPT_SDWAN_YSSY","-25.094569100390","-50.151396030973"
"LOJA_XTC_SDWAN_YSSY","-27.585057701056","-48.61342637138"
"LOJA_XVZ_SDWAN_YSSY","-15.652620358741","-56.122335948369"
"LOJA_XNC_SDWAN_YSSY","-23.445060275766","-46.722820734711"
"LOJA_XSJ_SDWAN_YSSY","-25.538564588340","-49.203936942607"
"LOJA_XLB_SDWAN_YSSY","-22.982302466228","-43.216042354319"
"LOJA_XFC_SDWAN_YSSY","-23.553841444755","-46.652267607721"
"LOJA_XNE_SDWAN_YSSY","-23.496239572143","-47.460156171496"
"LOJA_XNG_SDWAN_YSSY","-22.878550392016","-43.466104105890"
"LOJA_XGQ_SDWAN_YSSY","-23.683374000129","-46.556389537112"
"LOJA_XTO_SDWAN_YSSY","-23.616521068069","-46.774622137114"
"LOJA_XRA_SDWAN_YSSY","-10.944500348015","-37.047199694462"
"LOJA_XMT_SDWAN_YSSY","-16.742000647287","-43.869160877745"
"LOJA_XEM_SDWAN_YSSY","-1.4576714673494","-48.493226868658"
"LOJA_XND_SDWAN_YSSY","-23.116175535227","-47.218991005884"
"LOJA_XIB_SDWAN_SEAL","-23.610010810129","-46.666107061694"
"LOJA_XPQ_SDWAN_YSSY","-1.3695772782198","-48.445833699341"
"LOJA_XGB_SDWAN_YSSY","-15.587731332075","-56.111248554473"
"LOJA_XTV_SDWAN_YSSY","-22.749326618973","-47.367470867259"
"LOJA_XRB_SDWAN_YSSY","-5.3568278550860","-49.084935495631"
"LOJA_XLN_SDWAN_YSSY","-23.285830616260","-51.150995545073"
"LOJA_XLM_SDWAN_YSSY","-22.570709987548","-47.407166671518"
"LOJA_XCH_SDWAN_YSSY","-27.069796045758","-52.625641161601"
"LOJA_XTT_SDWAN_YSSY","-23.584239423220","-46.724483417518"
"LOJA_XAP_SDWAN_YSSY","-23.407858516128","-46.855942063547"
"LOJA_XPZ_SDWAN_YSSY","-15.795900376946","-47.891708696239"
"LOJA_XVV_SDWAN_YSSY","-20.351870876825","-40.297212948278"
"LOJA_XGR_SDWAN_YSSY","-8.1681765919692","-34.918716377302"
"LOJA_XAV_SDWAN_YSSY","-13.005561946896","-38.523421819575"
"LOJA_XCC_SDWAN_YSSY","-22.931758208112","-47.076064329180"
"LOJA_XGL_SDWAN_YSSY","-22.863337490620","-47.02232607946"
"LOJA_XIC_SDWAN_YSSY","-22.017296305862","-47.914734682618"
"LOJA_XIJ_SDWAN_YSSY","-20.866363229059","-49.413864815735"
"LOJA_XLA_SDWAN_YSSY","-12.936091378515","-38.394505138613"
"LOJA_XMS_SDWAN_YSSY","-19.872848782632","-43.924348103102"
"LOJA_XOR_SDWAN_YSSY","-23.237510818806","-45.896959294794"
"LOJA_XSN_SDWAN_YSSY","-23.482651094166","-46.644228788685"
"LOJA_XTI_SDWAN_YSSY","-5.0852361360032","-42.78925739322"
"LOJA_AGU_SDWAN_YSSY","-16.629941623184","-49.277520559998"
